Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
15.77,No Sugar,0.009,Others,157.63,1999,Medium,Tier 1,Departmental Store,4374.63
10.44,Low Sugar,0.024,Canned,105.54,1998,Small,Tier 3,Food Mart,2103.6
10.59,Low Sugar,0.175,Baking Goods,145.88,2009,Medium,Tier 2,Supermarket Type2,2964.37
11.75,No Sugar,0.123,Household,163.78,2009,Medium,Tier 2,Supermarket Type2,3591.08
12.71,Low Sugar,0.089,Dairy,127.94,2009,Medium,Tier 2,Supermarket Type2,3074.85
12.47,Regular,0.009,Soft Drinks,141.94,2009,Medium,Tier 2,Supermarket Type2,3307.25
8.94,No Sugar,0.045,Health and Hygiene,143.01,2009,Medium,Tier 2,Supermarket Type2,2531.3
11.07,Low Sugar,0.089,Snack Foods,122.63,2009,Medium,Tier 2,Supermarket Type2,2596.74
15.42,Regular,0.047,Meat,150.21,1998,Small,Tier 3,Food Mart,1594.65
8.25,Low Sugar,0.108,Soft Drinks,113.37,1998,Small,Tier 3,Food Mart,1768.94
10.0,Regular,0.156,Canned,108.64,1998,Small,Tier 3,Food Mart,1509.55
12.14,Low Sugar,0.008,Baking Goods,124.43,2009,Medium,Tier 2,Supermarket Type2,2874.73
8.13,No Sugar,0.14,Health and Hygiene,82.6,1998,Small,Tier 3,Food Mart,1113.56
11.65,Regular,0.043,Meat,104.18,1987,High,Tier 2,Supermarket Type1,2349.56
12.37,Low Sugar,0.037,Baking Goods,120.81,2009,Medium,Tier 2,Supermarket Type2,2852.93
15.38,No Sugar,0.041,Household,168.62,1987,High,Tier 2,Supermarket Type1,4512.31
11.9,Low Sugar,0.086,Canned,125.64,2009,Medium,Tier 2,Supermarket Type2,2844.73
12.1,Low Sugar,0.021,Frozen Foods,177.22,2009,Medium,Tier 2,Supermarket Type2,3945.59
10.48,Low Sugar,0.04,Snack Foods,141.43,2009,Medium,Tier 2,Supermarket Type2,2469.23
7.76,Regular,0.191,Canned,147.19,1987,High,Tier 2,Supermarket Type1,2350.24
17.44,Low Sugar,0.016,Fruits and Vegetables,173.84,1999,Medium,Tier 1,Departmental Store,5083.62
13.28,Regular,0.141,Fruits and Vegetables,140.08,2009,Medium,Tier 2,Supermarket Type2,3452.88
11.02,Low Sugar,0.072,Fruits and Vegetables,124.03,2009,Medium,Tier 2,Supermarket Type2,2614.68
11.26,Regular,0.105,Fruits and Vegetables,154.4,2009,Medium,Tier 2,Supermarket Type2,2817.12
11.43,Low Sugar,0.021,Canned,123.46,2009,Medium,Tier 2,Supermarket Type2,2694.93
12.03,Regular,0.04,Baking Goods,131.83,2009,Medium,Tier 2,Supermarket Type2,3001.19
9.06,Low Sugar,0.077,Meat,110.33,1998,Small,Tier 3,Food Mart,1891.49
9.64,Low Sugar,0.09,Snack Foods,122.95,1998,Small,Tier 3,Food Mart,2278.82
10.93,Regular,0.171,Dairy,146.74,2009,Medium,Tier 2,Supermarket Type2,3058.1
8.42,Regular,0.043,Meat,107.89,1987,High,Tier 2,Supermarket Type1,3465.03
11.93,No Sugar,0.177,Health and Hygiene,143.47,2009,Medium,Tier 2,Supermarket Type2,3216.17
12.37,Low Sugar,0.048,Breads,146.7,2009,Medium,Tier 2,Supermarket Type2,3383.69
10.25,Low Sugar,0.038,Hard Drinks,161.4,2009,Medium,Tier 2,Supermarket Type2,3205.04
10.62,Regular,0.147,Snack Foods,123.71,2009,Medium,Tier 2,Supermarket Type2,2516.48
9.89,Low Sugar,0.038,Fruits and Vegetables,117.74,1998,Small,Tier 3,Food Mart,2230.43
14.17,Regular,0.026,Breakfast,169.74,1999,Medium,Tier 1,Departmental Store,4259.99
10.01,Low Sugar,0.062,Snack Foods,122.51,1987,High,Tier 2,Supermarket Type1,2355.26
15.95,Low Sugar,0.05,Fruits and Vegetables,197.42,1999,Medium,Tier 1,Departmental Store,5229.13
10.99,Low Sugar,0.057,Breakfast,145.0,2009,Medium,Tier 2,Supermarket Type2,3035.09
16.63,Regular,0.041,Frozen Foods,177.57,1999,Medium,Tier 1,Departmental Store,4977.29
16.96,Regular,0.174,Dairy,196.7,1999,Medium,Tier 1,Departmental Store,5442.15
14.94,No Sugar,0.233,Household,150.65,1987,High,Tier 2,Supermarket Type1,4044.67
15.75,Low Sugar,0.062,Snack Foods,210.8,1999,Medium,Tier 1,Departmental Store,5457.11
11.01,Low Sugar,0.03,Baking Goods,153.17,2009,Medium,Tier 2,Supermarket Type2,3206.61
12.46,No Sugar,0.021,Household,129.58,1999,Medium,Tier 1,Departmental Store,5896.18
13.57,Low Sugar,0.152,Frozen Foods,133.05,2009,Medium,Tier 2,Supermarket Type2,3373.87
10.06,Low Sugar,0.066,Snack Foods,138.78,2009,Medium,Tier 2,Supermarket Type2,2698.59
14.38,Low Sugar,0.046,Fruits and Vegetables,152.93,2009,Medium,Tier 2,Supermarket Type2,3963.58
13.41,Regular,0.086,Canned,138.12,2009,Medium,Tier 2,Supermarket Type2,3442.0
12.82,Low Sugar,0.097,Fruits and Vegetables,120.47,2009,Medium,Tier 2,Supermarket Type2,2947.79
14.28,No Sugar,0.042,Health and Hygiene,179.4,1999,Medium,Tier 1,Departmental Store,4483.94
12.84,Low Sugar,0.118,Fruits and Vegetables,114.47,2009,Medium,Tier 2,Supermarket Type2,2828.48
12.57,Low Sugar,0.111,Snack Foods,148.71,2009,Medium,Tier 2,Supermarket Type2,3467.88
12.87,reg,0.035,Seafood,181.65,1999,Medium,Tier 1,Departmental Store,4211.02
12.83,Low Sugar,0.095,Canned,159.77,2009,Medium,Tier 2,Supermarket Type2,3753.24
14.64,Low Sugar,0.021,Snack Foods,186.8,1987,High,Tier 2,Supermarket Type1,4715.17
11.57,Low Sugar,0.042,Frozen Foods,129.84,2009,Medium,Tier 2,Supermarket Type2,3563.66
13.68,Low Sugar,0.105,Soft Drinks,183.97,1999,Medium,Tier 1,Departmental Store,4441.31
11.61,Low Sugar,0.023,Dairy,164.4,2009,Medium,Tier 2,Supermarket Type2,3572.93
12.46,Low Sugar,0.049,Frozen Foods,135.85,2009,Medium,Tier 2,Supermarket Type2,3181.06
17.06,Low Sugar,0.081,Frozen Foods,207.19,1999,Medium,Tier 1,Departmental Store,5681.26
10.55,No Sugar,0.041,Household,181.19,2009,Medium,Tier 2,Supermarket Type2,3677.59
13.31,No Sugar,0.12,Others,132.37,2009,Medium,Tier 2,Supermarket Type2,3301.78
12.17,Low Sugar,0.025,Meat,108.29,2009,Medium,Tier 2,Supermarket Type2,2552.45
9.8,No Sugar,0.096,Household,111.52,1998,Small,Tier 3,Food Mart,2082.24
14.71,Low Sugar,0.024,Snack Foods,197.02,1987,High,Tier 2,Supermarket Type1,4941.66
11.33,Low Sugar,0.077,Fruits and Vegetables,190.77,1987,High,Tier 2,Supermarket Type1,4049.72
10.27,Low Sugar,0.27,Snack Foods,120.26,1987,High,Tier 2,Supermarket Type1,2367.16
14.64,Low Sugar,0.074,Snack Foods,200.85,1987,High,Tier 2,Supermarket Type1,2626.61
14.28,No Sugar,0.019,Household,133.7,2009,Medium,Tier 2,Supermarket Type2,3547.78
13.78,Low Sugar,0.081,Frozen Foods,124.38,1998,Small,Tier 3,Food Mart,516.91
9.38,No Sugar,0.119,Household,97.46,1998,Small,Tier 3,Food Mart,1698.42
9.84,Regular,0.033,Frozen Foods,112.43,1998,Small,Tier 3,Food Mart,2108.62
14.62,Low Sugar,0.027,Dairy,184.18,1987,High,Tier 2,Supermarket Type1,4658.55
11.1,Regular,0.028,Frozen Foods,113.17,1987,High,Tier 2,Supermarket Type1,4810.31
11.49,Low Sugar,0.018,Dairy,144.37,2009,Medium,Tier 2,Supermarket Type2,3137.07
11.86,Low Sugar,0.14,Canned,122.12,2009,Medium,Tier 2,Supermarket Type2,2764.76
14.23,Low Sugar,0.046,Snack Foods,107.34,2009,Medium,Tier 2,Supermarket Type2,2997.33
14.54,reg,0.035,Fruits and Vegetables,186.44,1987,High,Tier 2,Supermarket Type1,4686.75
8.57,Low Sugar,0.04,Fruits and Vegetables,124.25,1999,Medium,Tier 1,Departmental Store,6743.27
14.18,Low Sugar,0.073,Meat,158.5,1987,High,Tier 2,Supermarket Type1,4033.96
14.18,Regular,0.069,Dairy,154.64,2009,Medium,Tier 2,Supermarket Type2,3953.36
10.31,Low Sugar,0.044,Fruits and Vegetables,146.34,2009,Medium,Tier 2,Supermarket Type2,2908.78
10.08,No Sugar,0.028,Household,104.89,1998,Small,Tier 3,Food Mart,2009.67
14.12,Low Sugar,0.042,Fruits and Vegetables,112.65,2009,Medium,Tier 2,Supermarket Type2,3081.93
12.88,No Sugar,0.017,Health and Hygiene,140.24,2009,Medium,Tier 2,Supermarket Type2,3364.81
14.57,Low Sugar,0.007,Dairy,204.56,1999,Medium,Tier 1,Departmental Store,5063.57
14.23,Low Sugar,0.128,Soft Drinks,160.44,1987,High,Tier 2,Supermarket Type1,4084.04
12.24,Low Sugar,0.031,Meat,146.86,2009,Medium,Tier 2,Supermarket Type2,3356.78
15.85,Low Sugar,0.038,Fruits and Vegetables,195.05,1999,Medium,Tier 1,Departmental Store,5157.62
9.07,Low Sugar,0.062,Snack Foods,123.23,1998,Small,Tier 3,Food Mart,2156.45
11.01,Regular,0.047,Canned,127.09,2009,Medium,Tier 2,Supermarket Type2,2672.84
10.93,Low Sugar,0.018,Soft Drinks,173.95,2009,Medium,Tier 2,Supermarket Type2,3614.0
13.02,No Sugar,0.09,Household,149.58,2009,Medium,Tier 2,Supermarket Type2,3588.46
17.17,Low Sugar,0.011,Snack Foods,181.7,1999,Medium,Tier 1,Departmental Store,5182.88
13.12,Low Sugar,0.097,Snack Foods,175.61,1987,High,Tier 2,Supermarket Type1,4143.01
13.8,Low Sugar,0.036,Meat,135.45,2009,Medium,Tier 2,Supermarket Type2,3475.59
13.09,Low Sugar,0.013,Starchy Foods,148.95,2009,Medium,Tier 2,Supermarket Type2,3592.1
14.23,Low Sugar,0.037,Snack Foods,199.32,1987,High,Tier 2,Supermarket Type1,4878.79
12.5,Regular,0.214,Snack Foods,128.47,2009,Medium,Tier 2,Supermarket Type2,3039.56
10.47,Low Sugar,0.007,Snack Foods,147.19,2009,Medium,Tier 2,Supermarket Type2,2964.05
14.33,Low Sugar,0.011,Snack Foods,128.64,2009,Medium,Tier 2,Supermarket Type2,3456.9
13.93,Regular,0.036,Frozen Foods,109.48,2009,Medium,Tier 2,Supermarket Type2,2973.46
11.71,Low Sugar,0.054,Canned,168.98,2009,Medium,Tier 2,Supermarket Type2,3688.46
16.27,Low Sugar,0.182,Fruits and Vegetables,137.71,1987,High,Tier 2,Supermarket Type1,4081.07
9.87,Low Sugar,0.048,Snack Foods,138.23,2009,Medium,Tier 2,Supermarket Type2,2644.48
11.72,Low Sugar,0.184,Canned,129.51,1999,Medium,Tier 1,Departmental Store,5837.27
7.9,Low Sugar,0.042,Fruits and Vegetables,94.85,1998,Small,Tier 3,Food Mart,1312.4
9.56,Low Sugar,0.145,Dairy,116.65,1998,Small,Tier 3,Food Mart,2133.46
10.85,Regular,0.039,Breakfast,142.8,2009,Medium,Tier 2,Supermarket Type2,2960.22
14.1,Low Sugar,0.038,Dairy,130.42,2009,Medium,Tier 2,Supermarket Type2,3441.34
17.97,Low Sugar,0.053,Snack Foods,204.5,1987,High,Tier 2,Supermarket Type1,2810.35
11.4,Low Sugar,0.014,Snack Foods,139.9,2009,Medium,Tier 2,Supermarket Type2,3024.27
11.18,Low Sugar,0.027,Soft Drinks,147.62,2009,Medium,Tier 2,Supermarket Type2,3133.03
13.74,Low Sugar,0.154,Hard Drinks,145.73,2009,Medium,Tier 2,Supermarket Type2,3671.61
10.17,Low Sugar,0.119,Soft Drinks,119.1,1987,High,Tier 2,Supermarket Type1,2320.08
14.01,Low Sugar,0.188,Fruits and Vegetables,150.06,2009,Medium,Tier 2,Supermarket Type2,3822.91
12.27,Low Sugar,0.071,Fruits and Vegetables,149.58,1999,Medium,Tier 1,Departmental Store,5543.03
14.31,Low Sugar,0.063,Baking Goods,123.68,2009,Medium,Tier 2,Supermarket Type2,3350.4
14.13,Low Sugar,0.031,Snack Foods,149.08,2009,Medium,Tier 2,Supermarket Type2,3829.55
14.37,Regular,0.149,Dairy,172.67,1999,Medium,Tier 1,Departmental Store,4365.05
9.17,Low Sugar,0.048,Meat,150.53,2009,Medium,Tier 2,Supermarket Type2,2737.1
12.77,Regular,0.017,Starchy Foods,151.44,2009,Medium,Tier 2,Supermarket Type2,3568.94
14.14,Regular,0.022,Snack Foods,161.25,1987,High,Tier 2,Supermarket Type1,4079.39
14.14,Low Sugar,0.021,Meat,218.27,1999,Medium,Tier 1,Departmental Store,5246.75
8.06,Regular,0.054,Snack Foods,155.33,2009,Medium,Tier 2,Supermarket Type2,2585.62
14.91,Regular,0.039,Breakfast,163.56,1999,Medium,Tier 1,Departmental Store,4302.22
12.13,Regular,0.099,Meat,188.2,1987,High,Tier 2,Supermarket Type1,3233.31
15.03,Regular,0.027,Starchy Foods,200.56,1999,Medium,Tier 1,Departmental Store,5086.24
12.92,Low Sugar,0.104,Soft Drinks,110.45,2009,Medium,Tier 2,Supermarket Type2,2765.83
11.64,Low Sugar,0.104,Fruits and Vegetables,112.77,1999,Medium,Tier 1,Departmental Store,5595.32
14.18,Regular,0.062,Dairy,162.52,1987,High,Tier 2,Supermarket Type1,4116.57
9.36,No Sugar,0.073,Health and Hygiene,113.66,1998,Small,Tier 3,Food Mart,2053.13
12.03,Low Sugar,0.128,Snack Foods,166.1,2009,Medium,Tier 2,Supermarket Type2,3702.58
13.75,Low Sugar,0.017,Snack Foods,154.64,2009,Medium,Tier 2,Supermarket Type2,3856.15
13.09,Low Sugar,0.027,Fruits and Vegetables,155.83,2009,Medium,Tier 2,Supermarket Type2,3731.5
16.31,No Sugar,0.048,Others,138.19,1987,High,Tier 2,Supermarket Type1,4098.0
11.67,Regular,0.12,Fruits and Vegetables,137.27,2009,Medium,Tier 2,Supermarket Type2,3030.45
10.8,Low Sugar,0.12,Seafood,68.36,1998,Small,Tier 3,Food Mart,1423.82
11.37,Low Sugar,0.04,Dairy,161.5,2009,Medium,Tier 2,Supermarket Type2,3460.0
10.11,Regular,0.064,Meat,133.31,2009,Medium,Tier 2,Supermarket Type2,2597.74
10.71,Low Sugar,0.135,Dairy,139.94,2009,Medium,Tier 2,Supermarket Type2,2870.08
12.7,Regular,0.021,Snack Foods,133.99,2009,Medium,Tier 2,Supermarket Type2,3196.91
12.65,Regular,0.064,Snack Foods,168.33,2009,Medium,Tier 2,Supermarket Type2,3887.86
14.61,No Sugar,0.019,Health and Hygiene,114.54,2009,Medium,Tier 2,Supermarket Type2,5419.82
12.07,Low Sugar,0.147,Canned,150.09,2009,Medium,Tier 2,Supermarket Type2,3384.53
17.03,Low Sugar,0.11,Dairy,134.98,1999,Medium,Tier 1,Departmental Store,5055.84
12.78,Regular,0.05,Baking Goods,167.99,2009,Medium,Tier 2,Supermarket Type2,3911.7
17.32,Regular,0.168,Meat,191.1,1999,Medium,Tier 1,Departmental Store,5409.88
11.49,Low Sugar,0.077,Frozen Foods,148.29,2009,Medium,Tier 2,Supermarket Type2,3216.17
16.01,Regular,0.032,Dairy,135.05,2009,Medium,Tier 2,Supermarket Type2,3967.88
15.76,Low Sugar,0.103,Baking Goods,188.46,1998,Small,Tier 3,Food Mart,2221.71
16.55,Low Sugar,0.043,Dairy,179.15,1999,Medium,Tier 1,Departmental Store,4990.88
11.98,Low Sugar,0.045,Fruits and Vegetables,90.94,1998,Small,Tier 3,Food Mart,2152.8
14.02,No Sugar,0.083,Household,156.44,2009,Medium,Tier 2,Supermarket Type2,5101.13
13.06,reg,0.034,Dairy,172.92,1987,High,Tier 2,Supermarket Type1,4074.34
8.13,Low Sugar,0.047,Snack Foods,161.05,2009,Medium,Tier 2,Supermarket Type2,2717.45
9.92,Regular,0.121,Dairy,138.47,2009,Medium,Tier 2,Supermarket Type2,2659.91
11.81,Low Sugar,0.039,Meat,144.64,2009,Medium,Tier 2,Supermarket Type2,3212.96
11.17,Low Sugar,0.035,Meat,107.26,1987,High,Tier 2,Supermarket Type1,2303.38
9.38,Regular,0.053,Fruits and Vegetables,118.33,1998,Small,Tier 3,Food Mart,2126.45
11.22,Low Sugar,0.128,Frozen Foods,175.64,2009,Medium,Tier 2,Supermarket Type2,3715.98
14.14,Low Sugar,0.06,Frozen Foods,146.62,2009,Medium,Tier 2,Supermarket Type2,3780.95
12.76,Regular,0.028,Fruits and Vegetables,141.51,2009,Medium,Tier 2,Supermarket Type2,3364.43
13.26,Regular,0.026,Soft Drinks,143.96,2009,Medium,Tier 2,Supermarket Type2,3528.01
14.14,Low Sugar,0.044,Meat,155.64,2009,Medium,Tier 2,Supermarket Type2,3966.19
11.51,Low Sugar,0.038,Fruits and Vegetables,143.04,2009,Medium,Tier 2,Supermarket Type2,3113.1
11.41,Regular,0.096,Dairy,150.57,2009,Medium,Tier 2,Supermarket Type2,3244.38
11.67,No Sugar,0.142,Others,137.1,2009,Medium,Tier 2,Supermarket Type2,3027.56
17.58,Low Sugar,0.033,Frozen Foods,169.66,1999,Medium,Tier 1,Departmental Store,5030.53
13.42,Regular,0.178,Baking Goods,169.58,1987,High,Tier 2,Supermarket Type1,4088.08
15.35,Low Sugar,0.064,Soft Drinks,177.53,1987,High,Tier 2,Supermarket Type1,4686.68
9.5,Low Sugar,0.021,Frozen Foods,126.12,1987,High,Tier 2,Supermarket Type1,2313.4
11.06,Regular,0.051,Snack Foods,106.69,1998,Small,Tier 3,Food Mart,2268.95
12.38,Low Sugar,0.087,Fruits and Vegetables,155.18,2009,Medium,Tier 2,Supermarket Type2,3559.54
7.21,Low Sugar,0.041,Snack Foods,142.57,1998,Small,Tier 3,Food Mart,1527.71
12.19,Low Sugar,0.119,Fruits and Vegetables,165.79,2009,Medium,Tier 2,Supermarket Type2,3731.99
10.71,Regular,0.176,Canned,160.48,2009,Medium,Tier 2,Supermarket Type2,3289.4
13.73,Regular,0.006,Snack Foods,108.52,2009,Medium,Tier 2,Supermarket Type2,2908.37
11.1,Regular,0.018,Meat,154.97,2009,Medium,Tier 2,Supermarket Type2,3264.05
14.17,Low Sugar,0.175,Frozen Foods,187.12,1987,High,Tier 2,Supermarket Type1,4615.58
8.58,No Sugar,0.086,Household,131.62,1998,Small,Tier 3,Food Mart,2217.38
12.81,Low Sugar,0.094,Snack Foods,118.6,2009,Medium,Tier 2,Supermarket Type2,2906.6
13.53,Low Sugar,0.018,Baking Goods,106.76,2009,Medium,Tier 2,Supermarket Type2,2826.44
13.98,Regular,0.044,Hard Drinks,179.23,1999,Medium,Tier 1,Departmental Store,4410.99
14.41,Regular,0.027,Starchy Foods,163.46,1987,High,Tier 2,Supermarket Type1,4185.91
12.75,No Sugar,0.042,Household,135.09,2009,Medium,Tier 2,Supermarket Type2,3231.95
9.92,No Sugar,0.035,Household,164.32,2009,Medium,Tier 2,Supermarket Type2,3189.4
13.6,Regular,0.052,Canned,199.99,1987,High,Tier 2,Supermarket Type1,4751.19
17.65,Regular,0.102,Meat,179.13,1999,Medium,Tier 1,Departmental Store,5238.96
12.38,Low Sugar,0.039,Dairy,153.98,2009,Medium,Tier 2,Supermarket Type2,3533.3
14.2,No Sugar,0.032,Household,122.57,2009,Medium,Tier 2,Supermarket Type2,3301.93
12.63,Low Sugar,0.086,Dairy,134.76,2009,Medium,Tier 2,Supermarket Type2,3197.79
12.02,Regular,0.015,Soft Drinks,140.6,2009,Medium,Tier 2,Supermarket Type2,3178.37
13.73,Low Sugar,0.04,Fruits and Vegetables,157.71,2009,Medium,Tier 2,Supermarket Type2,3915.56
15.64,No Sugar,0.049,Household,174.12,1987,High,Tier 2,Supermarket Type1,4681.66
12.71,Regular,0.058,Fruits and Vegetables,186.11,1999,Medium,Tier 1,Departmental Store,4266.96
14.66,Regular,0.015,Frozen Foods,189.89,1987,High,Tier 2,Supermarket Type1,4924.75
12.55,No Sugar,0.026,Household,191.88,1999,Medium,Tier 1,Departmental Store,4348.03
14.16,Low Sugar,0.053,Fruits and Vegetables,158.08,1987,High,Tier 2,Supermarket Type1,4020.73
10.75,Low Sugar,0.007,Snack Foods,89.33,1998,Small,Tier 3,Food Mart,1841.79
10.86,Low Sugar,0.038,Canned,91.06,1998,Small,Tier 3,Food Mart,1903.11
13.94,Low Sugar,0.073,Dairy,165.92,1987,High,Tier 2,Supermarket Type1,4130.36
11.25,Low Sugar,0.055,Snack Foods,169.97,2009,Medium,Tier 2,Supermarket Type2,3606.22
12.69,Low Sugar,0.086,Soft Drinks,147.16,2009,Medium,Tier 2,Supermarket Type2,3463.98
12.52,Low Sugar,0.016,Frozen Foods,136.45,2009,Medium,Tier 2,Supermarket Type2,3207.08
12.79,Low Sugar,0.036,Snack Foods,145.74,2009,Medium,Tier 2,Supermarket Type2,3457.71
15.39,Low Sugar,0.019,Snack Foods,153.95,1999,Medium,Tier 1,Departmental Store,4213.21
13.14,Low Sugar,0.14,Breads,154.86,2009,Medium,Tier 2,Supermarket Type2,3724.61
10.98,Low Sugar,0.04,Frozen Foods,132.87,2009,Medium,Tier 2,Supermarket Type2,2784.78
10.38,Regular,0.053,Snack Foods,114.61,1998,Small,Tier 3,Food Mart,2275.65
13.93,Low Sugar,0.058,Baking Goods,161.15,1987,High,Tier 2,Supermarket Type1,4030.77
9.92,Regular,0.012,Frozen Foods,157.86,2009,Medium,Tier 2,Supermarket Type2,3056.66
11.89,Regular,0.118,Fruits and Vegetables,166.17,2009,Medium,Tier 2,Supermarket Type2,3672.01
10.23,Low Sugar,0.152,Canned,124.63,1987,High,Tier 2,Supermarket Type1,2447.5
10.63,Low Sugar,0.061,Snack Foods,157.66,2009,Medium,Tier 2,Supermarket Type2,3213.85
9.81,Low Sugar,0.086,Snack Foods,94.37,1998,Small,Tier 3,Food Mart,1734.38
10.22,Low Sugar,0.077,Canned,129.55,2009,Medium,Tier 2,Supermarket Type2,2546.38
12.55,Low Sugar,0.084,Fruits and Vegetables,136.27,2009,Medium,Tier 2,Supermarket Type2,3209.96
12.5,Regular,0.216,Snack Foods,144.93,2009,Medium,Tier 2,Supermarket Type2,3376.61
13.72,Low Sugar,0.116,Dairy,149.44,2009,Medium,Tier 2,Supermarket Type2,3744.54
14.65,Low Sugar,0.055,Frozen Foods,150.66,2009,Medium,Tier 2,Supermarket Type2,3978.41
10.01,Low Sugar,0.123,Dairy,142.25,2009,Medium,Tier 2,Supermarket Type2,2758.9
11.52,Low Sugar,0.086,Snack Foods,146.28,2009,Medium,Tier 2,Supermarket Type2,3182.28
14.69,No Sugar,0.072,Household,138.5,2009,Medium,Tier 2,Supermarket Type2,3738.32
15.1,Low Sugar,0.067,Frozen Foods,122.59,2009,Medium,Tier 2,Supermarket Type2,3505.43
12.31,Low Sugar,0.05,Dairy,139.57,2009,Medium,Tier 2,Supermarket Type2,3223.9
13.13,No Sugar,0.131,Health and Hygiene,139.3,2009,Medium,Tier 2,Supermarket Type2,3403.68
17.02,Low Sugar,0.118,Dairy,198.9,1999,Medium,Tier 1,Departmental Store,5501.27
17.89,Low Sugar,0.048,Starchy Foods,181.87,1999,Medium,Tier 1,Departmental Store,5350.4
13.98,Low Sugar,0.039,Baking Goods,164.29,1987,High,Tier 2,Supermarket Type1,4105.35
10.91,Low Sugar,0.094,Fruits and Vegetables,136.29,2009,Medium,Tier 2,Supermarket Type2,2839.23
11.51,Low Sugar,0.021,Canned,97.62,1998,Small,Tier 3,Food Mart,2183.58
13.48,Low Sugar,0.175,Snack Foods,123.66,2009,Medium,Tier 2,Supermarket Type2,3161.27
9.76,Low Sugar,0.07,Snack Foods,153.64,2009,Medium,Tier 2,Supermarket Type2,2934.21
11.14,Low Sugar,0.038,Meat,120.31,2009,Medium,Tier 2,Supermarket Type2,2564.36
10.07,No Sugar,0.036,Household,123.41,1987,High,Tier 2,Supermarket Type1,2386.89
15.64,Low Sugar,0.054,Soft Drinks,146.74,1987,High,Tier 2,Supermarket Type1,4121.36
10.87,Regular,0.123,Canned,122.84,2009,Medium,Tier 2,Supermarket Type2,2556.08
14.88,Low Sugar,0.042,Frozen Foods,189.31,1987,High,Tier 2,Supermarket Type1,4820.82
8.79,Low Sugar,0.078,Baking Goods,132.61,1998,Small,Tier 3,Food Mart,2285.4
9.57,No Sugar,0.01,Health and Hygiene,123.67,1998,Small,Tier 3,Food Mart,2279.36
11.35,Regular,0.06,Frozen Foods,161.69,2009,Medium,Tier 2,Supermarket Type2,3459.37
15.21,reg,0.03,Meat,164.1,1999,Medium,Tier 1,Departmental Store,4380.02
9.33,Low Sugar,0.162,Meat,146.11,2009,Medium,Tier 2,Supermarket Type2,2683.55
15.92,Low Sugar,0.119,Fruits and Vegetables,171.7,1987,High,Tier 2,Supermarket Type1,4696.23
12.78,Regular,0.016,Fruits and Vegetables,119.09,2009,Medium,Tier 2,Supermarket Type2,2909.66
11.72,Low Sugar,0.01,Meat,116.1,2009,Medium,Tier 2,Supermarket Type2,2609.82
13.06,Low Sugar,0.023,Frozen Foods,159.64,2009,Medium,Tier 2,Supermarket Type2,3804.16
11.43,No Sugar,0.042,Household,179.39,2009,Medium,Tier 2,Supermarket Type2,3839.75
11.5,Regular,0.1,Starchy Foods,178.23,2009,Medium,Tier 2,Supermarket Type2,3832.19
10.1,Regular,0.045,Snack Foods,210.52,1987,High,Tier 2,Supermarket Type1,4175.68
11.13,No Sugar,0.22,Household,166.74,2009,Medium,Tier 2,Supermarket Type2,3511.43
12.61,Low Sugar,0.04,Baking Goods,169.83,2009,Medium,Tier 2,Supermarket Type2,3910.0
9.52,Low Sugar,0.072,Frozen Foods,110.05,1998,Small,Tier 3,Food Mart,1989.07
8.77,Low Sugar,0.164,Baking Goods,122.41,1998,Small,Tier 3,Food Mart,2071.93
15.76,Regular,0.121,Baking Goods,172.81,1987,High,Tier 2,Supermarket Type1,4682.28
12.43,Low Sugar,0.233,Soft Drinks,161.15,2009,Medium,Tier 2,Supermarket Type2,3691.03
12.35,Regular,0.046,Soft Drinks,137.03,2009,Medium,Tier 2,Supermarket Type2,3179.43
9.51,Low Sugar,0.024,Fruits and Vegetables,88.16,1998,Small,Tier 3,Food Mart,1537.91
9.33,Regular,0.018,Canned,139.2,2009,Medium,Tier 2,Supermarket Type2,2541.09
15.01,Regular,0.141,Breads,146.88,2009,Medium,Tier 2,Supermarket Type2,3982.14
12.94,Low Sugar,0.172,Starchy Foods,132.17,2009,Medium,Tier 2,Supermarket Type2,3213.82
13.1,Low Sugar,0.037,Snack Foods,142.85,2009,Medium,Tier 2,Supermarket Type2,3469.59
14.45,Low Sugar,0.058,Dairy,148.42,2009,Medium,Tier 2,Supermarket Type2,3888.9
